simulation,match_id,team_a,team_b,ga,gb,outcome,winner,loser
5,102,France,Egypt,0,2,A,Egypt,France
5,103,Ecuador,France,2,0,H,Ecuador,France
5,104,Colombia,Egypt,0,0,D,Colombia,Egypt
6,1,Mexico,South Africa,1,1,D,,
6,2,South Korea,Czech Republic,3,0,H,South Korea,
6,3,Canada,Bosnia and Herzegovina,2,0,H,Canada,
6,4,USA,Paraguay,2,4,A,Paraguay,
6,5,Australia,Turkey,2,4,A,Turkey,
6,6,Qatar,Switzerland,0,3,A,Switzerland,
6,7,Brazil,Morocco,2,2,D,,
6,8,Haiti,Scotland,1,3,A,Scotland,
6,9,Germany,Curaçao,0,0,D,,
6,10,Netherlands,Japan,1,1,D,,
6,11,Côte d'Ivoire,Ecuador,3,4,A,Ecuador,
6,12,Sweden,Tunisia,0,0,D,,
6,13,Spain,Cabo Verde,2,0,H,Spain,
6,14,Belgium,Egypt,2,0,H,Belgium,
6,15,Saudi Arabia,Uruguay,0,1,A,Uruguay,
6,16,Iran,New Zealand,3,4,A,New Zealand,
6,17,Austria,Jordan,1,1,D,,
6,18,France,Senegal,2,1,H,France,
6,19,Iraq,Norway,2,1,H,Iraq,
6,20,Argentina,Algeria,4,0,H,Argentina,
6,21,Portugal,DR Congo,3,0,H,Portugal,
6,22,England,Croatia,0,0,D,,
6,23,Ghana,Panama,0,2,A,Panama,
6,24,Uzbekistan,Colombia,0,0,D,,
6,25,Czech Republic,South Africa,3,1,H,Czech Republic,
6,26,Switzerland,Bosnia and Herzegovina,6,0,H,Switzerland,
6,27,Canada,Qatar,1,3,A,Qatar,
6,28,Mexico,South Korea,1,1,D,,
6,29,Turkey,Paraguay,0,3,A,Paraguay,
6,30,USA,Australia,2,1,H,USA,
6,31,Scotland,Morocco,0,2,A,Morocco,
6,32,Brazil,Haiti,1,0,H,Brazil,
6,33,Tunisia,Japan,2,0,H,Tunisia,
6,34,Netherlands,Sweden,0,0,D,,
6,35,Germany,Côte d'Ivoire,1,1,D,,
6,36,Ecuador,Curaçao,0,1,A,Curaçao,
6,37,Spain,Saudi Arabia,1,0,H,Spain,
6,38,Belgium,Iran,8,1,H,Belgium,
6,39,Uruguay,Cabo Verde,1,0,H,Uruguay,
6,40,New Zealand,Egypt,1,1,D,,
6,41,Argentina,Austria,1,0,H,Argentina,
6,42,France,Iraq,5,0,H,France,
6,43,Norway,Senegal,4,0,H,Norway,
6,44,Jordan,Algeria,0,4,A,Algeria,
6,45,Portugal,Uzbekistan,3,1,H,Portugal,
6,46,England,Ghana,4,0,H,England,
6,47,Panama,Croatia,1,1,D,,
6,48,Colombia,DR Congo,1,0,H,Colombia,
6,49,Switzerland,Canada,1,2,A,Canada,
6,50,Bosnia and Herzegovina,Qatar,0,2,A,Qatar,
6,51,Scotland,Brazil,0,4,A,Brazil,
6,52,Morocco,Haiti,0,1,A,Haiti,
6,53,Czech Republic,Mexico,0,2,A,Mexico,
6,54,South Africa,South Korea,2,0,H,South Africa,
6,55,Curaçao,Côte d'Ivoire,1,1,D,,
6,56,Ecuador,Germany,0,1,A,Germany,
6,57,Japan,Sweden,4,1,H,Japan,
6,58,Tunisia,Netherlands,0,5,A,Netherlands,
6,59,USA,Turkey,1,1,D,,
6,60,Paraguay,Australia,1,1,D,,
6,61,Norway,France,4,1,H,Norway,
6,62,Senegal,Iraq,0,0,D,,
6,63,Cabo Verde,Saudi Arabia,0,2,A,Saudi Arabia,
6,64,Uruguay,Spain,1,1,D,,
6,65,Egypt,Iran,1,2,A,Iran,
6,66,New Zealand,Belgium,1,2,A,Belgium,
6,67,Panama,England,0,2,A,England,
6,68,Croatia,Ghana,0,0,D,,
6,69,Colombia,Portugal,1,1,D,,
6,70,DR Congo,Uzbekistan,0,1,A,Uzbekistan,
6,71,Algeria,Austria,0,6,A,Austria,
6,72,Jordan,Argentina,3,4,A,Argentina,
6,73,South Korea,Qatar,0,0,D,Qatar,South Korea
6,74,Brazil,Japan,2,2,D,Brazil,Japan
6,75,Curaçao,South Africa,3,1,H,Curaçao,South Africa
6,76,Netherlands,Morocco,0,3,A,Morocco,Netherlands
6,77,Germany,France,0,1,A,France,Germany
6,78,Norway,USA,1,0,H,Norway,USA
6,79,Mexico,Iraq,0,4,A,Iraq,Mexico
6,80,England,Uzbekistan,0,0,D,England,Uzbekistan
6,81,Belgium,Saudi Arabia,0,2,A,Saudi Arabia,Belgium
6,82,Paraguay,Canada,2,1,H,Paraguay,Canada
6,83,Colombia,Panama,1,0,H,Colombia,Panama
6,84,Spain,Austria,2,2,D,Spain,Austria
6,85,Switzerland,Tunisia,3,0,H,Switzerland,Tunisia
6,86,Turkey,New Zealand,2,0,H,Turkey,New Zealand
6,87,Argentina,Uruguay,4,0,H,Argentina,Uruguay
6,88,Portugal,Croatia,3,0,H,Portugal,Croatia
6,89,Qatar,Curaçao,0,0,D,Qatar,Curaçao
6,90,Brazil,France,1,2,A,France,Brazil
6,91,Morocco,Norway,1,1,D,Morocco,Norway
6,92,Iraq,England,1,2,A,England,Iraq
6,93,Colombia,Spain,0,0,D,Spain,Colombia
6,94,Saudi Arabia,Paraguay,0,3,A,Paraguay,Saudi Arabia
6,95,Turkey,Portugal,2,4,A,Portugal,Turkey
6,96,Switzerland,Argentina,1,3,A,Argentina,Switzerland
6,97,Qatar,France,2,6,A,France,Qatar
6,98,Spain,Paraguay,2,1,H,Spain,Paraguay
6,99,Morocco,England,0,2,A,England,Morocco
6,100,Portugal,Argentina,0,3,A,Argentina,Portugal
6,101,France,Spain,1,1,D,France,Spain
6,102,England,Argentina,0,3,A,Argentina,England
6,103,Spain,England,1,1,D,England,Spain
6,104,France,Argentina,1,2,A,Argentina,France
7,1,Mexico,South Africa,1,1,D,,
7,2,South Korea,Czech Republic,1,1,D,,
7,3,Canada,Bosnia and Herzegovina,1,2,A,Bosnia and Herzegovina,
7,4,USA,Paraguay,1,1,D,,
7,5,Australia,Turkey,1,5,A,Turkey,
7,6,Qatar,Switzerland,1,2,A,Switzerland,
7,7,Brazil,Morocco,0,0,D,,
7,8,Haiti,Scotland,1,1,D,,
7,9,Germany,Curaçao,0,1,A,Curaçao,
7,10,Netherlands,Japan,2,0,H,Netherlands,
7,11,Côte d'Ivoire,Ecuador,0,2,A,Ecuador,
7,12,Sweden,Tunisia,0,0,D,,
7,13,Spain,Cabo Verde,1,0,H,Spain,
7,14,Belgium,Egypt,0,0,D,,
7,15,Saudi Arabia,Uruguay,0,1,A,Uruguay,
7,16,Iran,New Zealand,0,0,D,,
7,17,Austria,Jordan,0,0,D,,
7,18,France,Senegal,4,2,H,France,
7,19,Iraq,Norway,0,1,A,Norway,
7,20,Argentina,Algeria,0,1,A,Algeria,
7,21,Portugal,DR Congo,0,1,A,DR Congo,
7,22,England,Croatia,0,0,D,,
7,23,Ghana,Panama,0,1,A,Panama,
7,24,Uzbekistan,Colombia,0,3,A,Colombia,
7,25,Czech Republic,South Africa,1,1,D,,
7,26,Switzerland,Bosnia and Herzegovina,2,0,H,Switzerland,
7,27,Canada,Qatar,3,0,H,Canada,
7,28,Mexico,South Korea,1,1,D,,
7,29,Turkey,Paraguay,0,1,A,Paraguay,
7,30,USA,Australia,0,1,A,Australia,
7,31,Scotland,Morocco,0,2,A,Morocco,
7,32,Brazil,Haiti,1,1,D,,
7,33,Tunisia,Japan,1,3,A,Japan,
7,34,Netherlands,Sweden,1,2,A,Sweden,
7,35,Germany,Côte d'Ivoire,1,0,H,Germany,
7,36,Ecuador,Curaçao,4,0,H,Ecuador,
7,37,Spain,Saudi Arabia,3,0,H,Spain,
7,38,Belgium,Iran,2,2,D,,
7,39,Uruguay,Cabo Verde,1,1,D,,
7,40,New Zealand,Egypt,1,1,D,,
7,41,Argentina,Austria,0,0,D,,
7,42,France,Iraq,0,1,A,Iraq,
7,43,Norway,Senegal,3,0,H,Norway,
7,44,Jordan,Algeria,3,1,H,Jordan,
7,45,Portugal,Uzbekistan,0,0,D,,
7,46,England,Ghana,1,1,D,,
7,47,Panama,Croatia,0,0,D,,
7,48,Colombia,DR Congo,2,0,H,Colombia,
7,49,Switzerland,Canada,1,0,H,Switzerland,
7,50,Bosnia and Herzegovina,Qatar,0,0,D,,
7,51,Scotland,Brazil,2,0,H,Scotland,
7,52,Morocco,Haiti,3,0,H,Morocco,
7,53,Czech Republic,Mexico,0,1,A,Mexico,
7,54,South Africa,South Korea,3,1,H,South Africa,
7,55,Curaçao,Côte d'Ivoire,0,1,A,Côte d'Ivoire,
7,56,Ecuador,Germany,2,2,D,,
7,57,Japan,Sweden,0,0,D,,
7,58,Tunisia,Netherlands,1,0,H,Tunisia,
7,59,USA,Turkey,0,0,D,,
7,60,Paraguay,Australia,1,1,D,,
7,61,Norway,France,1,2,A,France,
7,62,Senegal,Iraq,1,1,D,,
7,63,Cabo Verde,Saudi Arabia,2,4,A,Saudi Arabia,
7,64,Uruguay,Spain,1,1,D,,
7,65,Egypt,Iran,1,4,A,Iran,
7,66,New Zealand,Belgium,0,2,A,Belgium,
7,67,Panama,England,0,0,D,,
7,68,Croatia,Ghana,2,1,H,Croatia,
7,69,Colombia,Portugal,0,0,D,,
7,70,DR Congo,Uzbekistan,1,1,D,,
7,71,Algeria,Austria,0,2,A,Austria,
7,72,Jordan,Argentina,1,2,A,Argentina,
7,73,Mexico,Bosnia and Herzegovina,4,1,H,Mexico,Bosnia and Herzegovina
7,74,Morocco,Japan,1,1,D,Japan,Morocco
7,75,Ecuador,Tunisia,0,0,D,Ecuador,Tunisia
7,76,Sweden,Scotland,1,2,A,Scotland,Sweden
7,77,Germany,France,0,0,D,France,Germany
7,78,Norway,Australia,1,0,H,Norway,Australia
7,79,South Africa,Iraq,2,1,H,South Africa,Iraq
7,80,Croatia,Argentina,0,1,A,Argentina,Croatia
7,81,Iran,Saudi Arabia,0,1,A,Saudi Arabia,Iran
7,82,Paraguay,Canada,1,1,D,Canada,Paraguay
7,83,DR Congo,Panama,0,2,A,Panama,DR Congo
7,84,Spain,Jordan,3,1,H,Spain,Jordan
7,85,Switzerland,Côte d'Ivoire,1,0,H,Switzerland,Côte d'Ivoire
7,86,Turkey,Belgium,0,0,D,Turkey,Belgium
7,87,Austria,Uruguay,2,1,H,Austria,Uruguay
7,88,Colombia,England,0,5,A,England,Colombia
7,89,Mexico,Ecuador,0,1,A,Ecuador,Mexico
7,90,Japan,France,1,1,D,France,Japan
7,91,Scotland,Norway,1,3,A,Norway,Scotland
7,92,South Africa,Argentina,0,2,A,Argentina,South Africa
7,93,Panama,Spain,0,1,A,Spain,Panama
7,94,Saudi Arabia,Canada,1,2,A,Canada,Saudi Arabia
7,95,Turkey,England,1,1,D,Turkey,England
7,96,Switzerland,Austria,3,2,H,Switzerland,Austria
7,97,Ecuador,France,0,3,A,France,Ecuador
7,98,Spain,Canada,0,0,D,Spain,Canada
7,99,Norway,Argentina,0,0,D,Argentina,Norway
7,100,Turkey,Switzerland,3,0,H,Turkey,Switzerland
7,101,France,Spain,2,3,A,Spain,France
7,102,Argentina,Turkey,2,1,H,Argentina,Turkey
7,103,France,Turkey,1,1,D,France,Turkey
7,104,Spain,Argentina,3,0,H,Spain,Argentina
8,1,Mexico,South Africa,6,0,H,Mexico,
8,2,South Korea,Czech Republic,1,2,A,Czech Republic,
8,3,Canada,Bosnia and Herzegovina,1,0,H,Canada,
8,4,USA,Paraguay,1,1,D,,
8,5,Australia,Turkey,1,2,A,Turkey,
8,6,Qatar,Switzerland,1,1,D,,
8,7,Brazil,Morocco,0,0,D,,
8,8,Haiti,Scotland,1,1,D,,
8,9,Germany,Curaçao,3,2,H,Germany,
8,10,Netherlands,Japan,3,1,H,Netherlands,
8,11,Côte d'Ivoire,Ecuador,1,3,A,Ecuador,
8,12,Sweden,Tunisia,3,2,H,Sweden,
8,13,Spain,Cabo Verde,2,2,D,,
8,14,Belgium,Egypt,3,0,H,Belgium,
8,15,Saudi Arabia,Uruguay,1,0,H,Saudi Arabia,
8,16,Iran,New Zealand,2,0,H,Iran,
8,17,Austria,Jordan,1,0,H,Austria,
8,18,France,Senegal,2,1,H,France,
8,19,Iraq,Norway,0,0,D,,
8,20,Argentina,Algeria,0,2,A,Algeria,
8,21,Portugal,DR Congo,2,1,H,Portugal,
8,22,England,Croatia,4,0,H,England,
8,23,Ghana,Panama,1,2,A,Panama,
8,24,Uzbekistan,Colombia,0,2,A,Colombia,
8,25,Czech Republic,South Africa,3,0,H,Czech Republic,
8,26,Switzerland,Bosnia and Herzegovina,0,0,D,,
8,27,Canada,Qatar,0,1,A,Qatar,
8,28,Mexico,South Korea,2,2,D,,
8,29,Turkey,Paraguay,0,1,A,Paraguay,
8,30,USA,Australia,7,1,H,USA,
8,31,Scotland,Morocco,0,0,D,,
8,32,Brazil,Haiti,4,1,H,Brazil,
8,33,Tunisia,Japan,1,0,H,Tunisia,
8,34,Netherlands,Sweden,5,1,H,Netherlands,
8,35,Germany,Côte d'Ivoire,1,0,H,Germany,
8,36,Ecuador,Curaçao,6,0,H,Ecuador,
8,37,Spain,Saudi Arabia,3,1,H,Spain,
8,38,Belgium,Iran,1,1,D,,
8,39,Uruguay,Cabo Verde,6,1,H,Uruguay,
8,40,New Zealand,Egypt,3,0,H,New Zealand,
8,41,Argentina,Austria,2,1,H,Argentina,
8,42,France,Iraq,2,2,D,,
8,43,Norway,Senegal,0,2,A,Senegal,
8,44,Jordan,Algeria,1,1,D,,
8,45,Portugal,Uzbekistan,1,0,H,Portugal,
8,46,England,Ghana,1,0,H,England,
8,47,Panama,Croatia,4,0,H,Panama,
8,48,Colombia,DR Congo,2,0,H,Colombia,
8,49,Switzerland,Canada,1,1,D,,
8,50,Bosnia and Herzegovina,Qatar,2,0,H,Bosnia and Herzegovina,
8,51,Scotland,Brazil,2,0,H,Scotland,
8,52,Morocco,Haiti,2,0,H,Morocco,
8,53,Czech Republic,Mexico,5,1,H,Czech Republic,
8,54,South Africa,South Korea,1,4,A,South Korea,
8,55,Curaçao,Côte d'Ivoire,0,3,A,Côte d'Ivoire,
8,56,Ecuador,Germany,2,1,H,Ecuador,
8,57,Japan,Sweden,2,2,D,,
8,58,Tunisia,Netherlands,0,4,A,Netherlands,
8,59,USA,Turkey,1,2,A,Turkey,
8,60,Paraguay,Australia,0,5,A,Australia,
8,61,Norway,France,0,1,A,France,
8,62,Senegal,Iraq,1,0,H,Senegal,
8,63,Cabo Verde,Saudi Arabia,0,2,A,Saudi Arabia,
8,64,Uruguay,Spain,2,1,H,Uruguay,
8,65,Egypt,Iran,0,0,D,,
8,66,New Zealand,Belgium,0,1,A,Belgium,
8,67,Panama,England,1,1,D,,
8,68,Croatia,Ghana,6,0,H,Croatia,
8,69,Colombia,Portugal,1,1,D,,
8,70,DR Congo,Uzbekistan,2,2,D,,
8,71,Algeria,Austria,2,2,D,,
8,72,Jordan,Argentina,0,1,A,Argentina,
8,73,Mexico,Canada,1,0,H,Mexico,Canada
8,74,Scotland,Sweden,0,1,A,Sweden,Scotland
8,75,Ecuador,Brazil,2,0,H,Ecuador,Brazil
8,76,Netherlands,Morocco,0,1,A,Morocco,Netherlands
8,77,Germany,Senegal,3,0,H,Germany,Senegal
8,78,France,New Zealand,1,1,D,France,New Zealand
8,79,Czech Republic,Spain,1,1,D,Spain,Czech Republic
8,80,Panama,Austria,2,0,H,Panama,Austria
8,81,Belgium,South Korea,3,2,H,Belgium,South Korea
8,82,Turkey,Qatar,0,1,A,Qatar,Turkey
8,83,Portugal,England,0,1,A,England,Portugal
8,84,Uruguay,Algeria,1,2,A,Algeria,Uruguay
8,85,Bosnia and Herzegovina,Côte d'Ivoire,4,0,H,Bosnia and Herzegovina,Côte d'Ivoire
8,86,USA,Iran,0,2,A,Iran,USA
8,87,Argentina,Saudi Arabia,0,0,D,Argentina,Saudi Arabia
8,88,Colombia,Paraguay,0,0,D,Paraguay,Colombia
8,89,Mexico,Ecuador,0,0,D,Ecuador,Mexico
8,90,Sweden,Germany,4,0,H,Sweden,Germany
8,91,Morocco,France,1,2,A,France,Morocco
8,92,Spain,Panama,1,4,A,Panama,Spain
8,93,England,Algeria,0,1,A,Algeria,England
8,94,Belgium,Qatar,2,1,H,Belgium,Qatar
8,95,Iran,Paraguay,1,1,D,Paraguay,Iran
8,96,Bosnia and Herzegovina,Argentina,0,2,A,Argentina,Bosnia and Herzegovina
8,97,Ecuador,Sweden,1,1,D,Sweden,Ecuador
8,98,Algeria,Belgium,0,2,A,Belgium,Algeria
8,99,France,Panama,0,0,D,France,Panama
8,100,Paraguay,Argentina,0,0,D,Paraguay,Argentina
8,101,Sweden,Belgium,0,8,A,Belgium,Sweden
8,102,France,Paraguay,2,1,H,France,Paraguay
8,103,Sweden,Paraguay,1,3,A,Paraguay,Sweden
8,104,Belgium,France,0,1,A,France,Belgium
9,1,Mexico,South Africa,0,0,D,,
9,2,South Korea,Czech Republic,2,1,H,South Korea,
9,3,Canada,Bosnia and Herzegovina,0,0,D,,
9,4,USA,Paraguay,2,0,H,USA,
9,5,Australia,Turkey,0,0,D,,
9,6,Qatar,Switzerland,1,1,D,,
9,7,Brazil,Morocco,2,4,A,Morocco,
9,8,Haiti,Scotland,1,2,A,Scotland,
9,9,Germany,Curaçao,3,2,H,Germany,
9,10,Netherlands,Japan,3,1,H,Netherlands,
9,11,Côte d'Ivoire,Ecuador,2,0,H,Côte d'Ivoire,
9,12,Sweden,Tunisia,0,0,D,,
9,13,Spain,Cabo Verde,2,0,H,Spain,
9,14,Belgium,Egypt,3,1,H,Belgium,
9,15,Saudi Arabia,Uruguay,1,0,H,Saudi Arabia,
9,16,Iran,New Zealand,1,1,D,,
9,17,Austria,Jordan,2,0,H,Austria,
9,18,France,Senegal,1,1,D,,
9,19,Iraq,Norway,0,0,D,,
9,20,Argentina,Algeria,1,1,D,,
9,21,Portugal,DR Congo,2,0,H,Portugal,
9,22,England,Croatia,0,0,D,,
9,23,Ghana,Panama,3,4,A,Panama,
9,24,Uzbekistan,Colombia,0,1,A,Colombia,
9,25,Czech Republic,South Africa,1,1,D,,
9,26,Switzerland,Bosnia and Herzegovina,2,0,H,Switzerland,
9,27,Canada,Qatar,3,0,H,Canada,
9,28,Mexico,South Korea,2,3,A,South Korea,
9,29,Turkey,Paraguay,0,1,A,Paraguay,
9,30,USA,Australia,0,0,D,,
9,31,Scotland,Morocco,0,1,A,Morocco,
9,32,Brazil,Haiti,1,1,D,,
9,33,Tunisia,Japan,3,1,H,Tunisia,
9,34,Netherlands,Sweden,2,0,H,Netherlands,
9,35,Germany,Côte d'Ivoire,1,1,D,,
9,36,Ecuador,Curaçao,1,1,D,,
9,37,Spain,Saudi Arabia,0,0,D,,
9,38,Belgium,Iran,1,1,D,,
9,39,Uruguay,Cabo Verde,10,0,H,Uruguay,
9,40,New Zealand,Egypt,1,4,A,Egypt,
9,41,Argentina,Austria,0,0,D,,
9,42,France,Iraq,2,1,H,France,
9,43,Norway,Senegal,0,2,A,Senegal,
9,44,Jordan,Algeria,1,3,A,Algeria,
9,45,Portugal,Uzbekistan,2,0,H,Portugal,
9,46,England,Ghana,1,1,D,,
9,47,Panama,Croatia,1,1,D,,
9,48,Colombia,DR Congo,3,0,H,Colombia,
9,49,Switzerland,Canada,2,2,D,,
9,50,Bosnia and Herzegovina,Qatar,0,0,D,,
9,51,Scotland,Brazil,2,1,H,Scotland,
9,52,Morocco,Haiti,2,1,H,Morocco,
9,53,Czech Republic,Mexico,0,1,A,Mexico,
9,54,South Africa,South Korea,9,1,H,South Africa,
9,55,Curaçao,Côte d'Ivoire,2,3,A,Côte d'Ivoire,
9,56,Ecuador,Germany,0,3,A,Germany,
9,57,Japan,Sweden,2,1,H,Japan,
9,58,Tunisia,Netherlands,2,4,A,Netherlands,
9,59,USA,Turkey,0,1,A,Turkey,
9,60,Paraguay,Australia,3,3,D,,
9,61,Norway,France,0,2,A,France,
9,62,Senegal,Iraq,2,1,H,Senegal,
9,63,Cabo Verde,Saudi Arabia,0,1,A,Saudi Arabia,
9,64,Uruguay,Spain,0,4,A,Spain,
9,65,Egypt,Iran,1,1,D,,
9,66,New Zealand,Belgium,1,2,A,Belgium,
9,67,Panama,England,0,3,A,England,
9,68,Croatia,Ghana,15,0,H,Croatia,
9,69,Colombia,Portugal,0,0,D,,
9,70,DR Congo,Uzbekistan,0,4,A,Uzbekistan,
9,71,Algeria,Austria,1,5,A,Austria,
9,72,Jordan,Argentina,3,0,H,Jordan,
9,73,South Africa,Switzerland,1,1,D,Switzerland,South Africa
9,74,Morocco,Tunisia,3,1,H,Morocco,Tunisia
9,75,Germany,Paraguay,2,2,D,Germany,Paraguay
9,76,Netherlands,Scotland,0,2,A,Scotland,Netherlands
9,77,Côte d'Ivoire,France,2,2,D,France,Côte d'Ivoire
9,78,Senegal,Japan,3,1,H,Senegal,Japan
9,79,South Korea,Uruguay,1,1,D,Uruguay,South Korea
9,80,Croatia,Uzbekistan,1,1,D,Uzbekistan,Croatia
9,81,Belgium,Mexico,1,0,H,Belgium,Mexico
9,82,USA,Jordan,4,1,H,USA,Jordan
9,83,Portugal,England,3,0,H,Portugal,England
9,84,Spain,Algeria,0,0,D,Spain,Algeria
9,85,Canada,Iran,1,4,A,Iran,Canada
9,86,Turkey,Egypt,1,1,D,Turkey,Egypt
9,87,Austria,Saudi Arabia,2,1,H,Austria,Saudi Arabia
9,88,Colombia,Panama,0,0,D,Panama,Colombia
9,89,Switzerland,Germany,1,1,D,Germany,Switzerland
9,90,Morocco,France,1,1,D,Morocco,France
9,91,Scotland,Senegal,1,1,D,Scotland,Senegal
9,92,Uruguay,Uzbekistan,1,0,H,Uruguay,Uzbekistan
9,93,Portugal,Spain,0,0,D,Spain,Portugal
9,94,Belgium,USA,4,0,H,Belgium,USA
9,95,Turkey,Panama,1,1,D,Panama,Turkey
9,96,Iran,Austria,1,1,D,Iran,Austria
9,97,Germany,Morocco,1,1,D,Germany,Morocco
9,98,Spain,Belgium,1,1,D,Spain,Belgium
9,99,Scotland,Uruguay,0,2,A,Uruguay,Scotland
9,100,Panama,Iran,0,5,A,Iran,Panama
9,101,Germany,Spain,0,0,D,Spain,Germany
9,102,Uruguay,Iran,5,1,H,Uruguay,Iran
9,103,Germany,Iran,3,0,H,Germany,Iran
9,104,Spain,Uruguay,1,1,D,Spain,Uruguay
10,1,Mexico,South Africa,1,1,D,,
10,2,South Korea,Czech Republic,6,0,H,South Korea,
10,3,Canada,Bosnia and Herzegovina,1,0,H,Canada,
10,4,USA,Paraguay,1,0,H,USA,
10,5,Australia,Turkey,1,1,D,,
10,6,Qatar,Switzerland,2,3,A,Switzerland,
10,7,Brazil,Morocco,0,0,D,,
10,8,Haiti,Scotland,0,0,D,,
10,9,Germany,Curaçao,2,2,D,,
10,10,Netherlands,Japan,1,1,D,,
10,11,Côte d'Ivoire,Ecuador,0,6,A,Ecuador,
10,12,Sweden,Tunisia,2,5,A,Tunisia,
10,13,Spain,Cabo Verde,3,0,H,Spain,
10,14,Belgium,Egypt,3,2,H,Belgium,
10,15,Saudi Arabia,Uruguay,1,2,A,Uruguay,
10,16,Iran,New Zealand,1,1,D,,
10,17,Austria,Jordan,2,2,D,,
10,18,France,Senegal,0,3,A,Senegal,
10,19,Iraq,Norway,1,3,A,Norway,
10,20,Argentina,Algeria,2,1,H,Argentina,
10,21,Portugal,DR Congo,2,1,H,Portugal,
10,22,England,Croatia,1,0,H,England,
10,23,Ghana,Panama,5,1,H,Ghana,
10,24,Uzbekistan,Colombia,0,2,A,Colombia,
10,25,Czech Republic,South Africa,2,0,H,Czech Republic,
10,26,Switzerland,Bosnia and Herzegovina,0,2,A,Bosnia and Herzegovina,
10,27,Canada,Qatar,1,0,H,Canada,
10,28,Mexico,South Korea,5,0,H,Mexico,
10,29,Turkey,Paraguay,3,2,H,Turkey,
10,30,USA,Australia,0,2,A,Australia,
10,31,Scotland,Morocco,1,0,H,Scotland,
10,32,Brazil,Haiti,4,2,H,Brazil,
10,33,Tunisia,Japan,1,0,H,Tunisia,
10,34,Netherlands,Sweden,5,1,H,Netherlands,
10,35,Germany,Côte d'Ivoire,2,3,A,Côte d'Ivoire,
10,36,Ecuador,Curaçao,2,0,H,Ecuador,
10,37,Spain,Saudi Arabia,0,1,A,Saudi Arabia,
10,38,Belgium,Iran,1,0,H,Belgium,
10,39,Uruguay,Cabo Verde,0,1,A,Cabo Verde,
10,40,New Zealand,Egypt,3,0,H,New Zealand,
10,41,Argentina,Austria,5,0,H,Argentina,
10,42,France,Iraq,3,1,H,France,
10,43,Norway,Senegal,2,5,A,Senegal,
10,44,Jordan,Algeria,1,2,A,Algeria,
10,45,Portugal,Uzbekistan,2,0,H,Portugal,
10,46,England,Ghana,0,0,D,,
10,47,Panama,Croatia,2,3,A,Croatia,
10,48,Colombia,DR Congo,1,1,D,,
10,49,Switzerland,Canada,8,0,H,Switzerland,
10,50,Bosnia and Herzegovina,Qatar,2,2,D,,
10,51,Scotland,Brazil,2,0,H,Scotland,
10,52,Morocco,Haiti,1,0,H,Morocco,
10,53,Czech Republic,Mexico,0,3,A,Mexico,
10,54,South Africa,South Korea,1,2,A,South Korea,
10,55,Curaçao,Côte d'Ivoire,3,0,H,Curaçao,
10,56,Ecuador,Germany,2,1,H,Ecuador,
10,57,Japan,Sweden,0,0,D,,
10,58,Tunisia,Netherlands,0,1,A,Netherlands,
10,59,USA,Turkey,0,0,D,,
10,60,Paraguay,Australia,0,1,A,Australia,
10,61,Norway,France,2,0,H,Norway,
10,62,Senegal,Iraq,1,2,A,Iraq,
10,63,Cabo Verde,Saudi Arabia,0,0,D,,
10,64,Uruguay,Spain,0,0,D,,
10,65,Egypt,Iran,1,0,H,Egypt,
10,66,New Zealand,Belgium,1,0,H,New Zealand,
10,67,Panama,England,0,5,A,England,
10,68,Croatia,Ghana,1,1,D,,
10,69,Colombia,Portugal,1,1,D,,
10,70,DR Congo,Uzbekistan,1,2,A,Uzbekistan,
10,71,Algeria,Austria,1,4,A,Austria,
10,72,Jordan,Argentina,0,1,A,Argentina,
10,73,South Korea,Canada,0,2,A,Canada,South Korea
10,74,Scotland,Tunisia,3,2,H,Scotland,Tunisia
10,75,Ecuador,Bosnia and Herzegovina,1,0,H,Ecuador,Bosnia and Herzegovina
10,76,Netherlands,Brazil,1,1,D,Brazil,Netherlands
10,77,Curaçao,Norway,2,0,H,Curaçao,Norway
10,78,Senegal,USA,1,1,D,USA,Senegal
10,79,Mexico,Morocco,5,0,H,Mexico,Morocco
10,80,England,Saudi Arabia,6,0,H,England,Saudi Arabia
10,81,New Zealand,Algeria,4,0,H,New Zealand,Algeria
10,82,Australia,Iraq,1,1,D,Australia,Iraq
10,83,Colombia,Ghana,6,0,H,Colombia,Ghana
10,84,Spain,Austria,2,1,H,Spain,Austria
10,85,Switzerland,Egypt,0,3,A,Egypt,Switzerland
10,86,Turkey,Belgium,2,3,A,Belgium,Turkey
10,87,Argentina,Uruguay,1,0,H,Argentina,Uruguay
10,88,Portugal,Croatia,2,0,H,Portugal,Croatia
10,89,Canada,Ecuador,2,0,H,Canada,Ecuador
10,90,Scotland,Curaçao,1,2,A,Curaçao,Scotland
10,91,Brazil,USA,2,2,D,Brazil,USA
10,92,Mexico,England,1,3,A,England,Mexico
10,93,Colombia,Spain,0,2,A,Spain,Colombia
10,94,New Zealand,Australia,2,2,D,Australia,New Zealand
10,95,Belgium,Portugal,0,2,A,Portugal,Belgium
10,96,Egypt,Argentina,0,1,A,Argentina,Egypt
10,97,Canada,Curaçao,1,0,H,Canada,Curaçao
10,98,Spain,Australia,3,1,H,Spain,Australia
10,99,Brazil,England,1,0,H,Brazil,England
10,100,Portugal,Argentina,1,0,H,Portugal,Argentina
10,101,Canada,Spain,1,2,A,Spain,Canada
